symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GS,2010-08-20 00:00:00+00:00,148.24,148.97,147.25,147.44,5276800,125.7137862256,126.3328570833,124.8742243775,125.035352409,5276800,0.0,1.0
GS,2010-08-23 00:00:00+00:00,146.74,148.5,146.6,148.12,3729200,124.4417228194,125.934277216,124.3229969015,125.6120211531,3729200,0.0,1.0
GS,2010-08-24 00:00:00+00:00,143.95,145.49,143.82,144.8,6372300,122.0756848838,123.3816699809,121.9654393886,122.796520814,6372300,0.0,1.0
GS,2010-08-25 00:00:00+00:00,144.68,145.33,142.75,142.81,5638400,122.6947557415,123.2459832175,121.0580341588,121.1089166951,5638400,0.0,1.0
GS,2010-08-26 00:00:00+00:00,141.81,145.16,141.66,144.94,6818100,120.2608744243,123.1018160315,120.1336680837,122.9152467319,6818100,0.0,1.0
GS,2010-08-27 00:00:00+00:00,139.75,141.74,138.25,141.13,11252000,118.5139073464,120.2015114653,117.2418439402,119.6842056801,11252000,0.0,1.0
GS,2010-08-30 00:00:00+00:00,136.66,140.11,136.65,138.83,6205800,116.1902715244,119.1235104879,116.1817693824,118.0352363217,6205800,0.35,1.0
GS,2010-08-31 00:00:00+00:00,136.93,138.01,135.79,136.25,7064100,116.4198293563,117.338060684,115.450585177,115.8416837055,7064100,0.0,1.0
GS,2010-09-01 00:00:00+00:00,139.74,140.34,137.8,139.01,6897700,118.8089312368,119.3190597522,117.1595157036,118.1882748764,6897700,0.0,1.0
GS,2010-09-02 00:00:00+00:00,139.78,140.15,138.45,139.93,4992000,118.8429398044,119.1575190556,117.7121549286,118.9704719333,4992000,0.0,1.0
GS,2010-09-03 00:00:00+00:00,147.29,147.99,141.33,141.62,13588500,125.2280483889,125.8231983235,120.1607718026,120.4073339183,13588500,0.0,1.0
